"new_ID","ID","Type","Param","sp_name_std","Start","End","Grain_size","N_periodes","Sampling","Category","Obs_type","Uncertainty_distribution","Duration","ShiftRate","UnitRate","Areakm2","LatExtentk","Eco","kingdom","phylum","class","family","Hemisphere","bvel","bvel_lat","bvel_lat2","bvel_lat_error","bvel_angle","bvel95","bvel95_lat","bvel95_lat_error","bvel95_angle","sensitivity","validation","calibration","Boyce","TSS","signoise","mismatch","mismatch_percent","mismatch_trend","match_direction","lag_overshoot","match_direction_class","mismatch95","mismatch95_percent","mismatch95_trend","match_direction95","lag_overshoot95","match_direction95_class"
"A229_P1 Chersotis_cuprea 1973 2014 LAT LE","A229_P1","LAT","LE","Chersotis_cuprea",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.442543204228597,0.427836854929963,0.427836854929963,0.242305383362625,14.8122936024548,442.543204228597,0.427836854929963,0.0514517358842863,14.8122936024548,81.1023551732265,0.339833333333333,0.353583333333333,0.996,0.353583333333333,1.76569273448489,-0.427836854929963,-Inf,-17.9691479070584,"match","lag","pospos",-0.427836854929963,-Inf,-17.9691479070584,"match","lag","pospos"
"A229_P1 Chloantha_hyperici 1973 2014 LAT LE","A229_P1","LAT","LE","Chloantha_hyperici",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.472371626259094,0.472233690154025,0.472233690154025,0.754142988753839,1.3846667914646,472.371626259094,0.472233690154025,0.272135141863722,1.3846667914646,85.5572359396433,0.518083333333333,0.54675,0.988,0.54675,0.626185878800456,-0.472233690154025,-Inf,-19.8338149864691,"match","lag","pospos",-0.472233690154025,-Inf,-19.8338149864691,"match","lag","pospos"
"A229_P1 Colobochyla_salicalis 1973 2014 LAT LE","A229_P1","LAT","LE","Colobochyla_salicalis",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,9.8095,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Erebidae","North hemisphere",0.460386988450641,0.45242340728086,0.45242340728086,0.324696369293867,10.6723075075922,460.386988450641,0.45242340728086,0.0857299171636393,10.6723075075922,80.2179903645833,0.305833333333333,0.32,0.996,0.32,1.39337377952444,9.35707659271914,95.3879055274901,392.997216894204,"match","overshoot","pospos",9.35707659271914,95.3879055274901,392.997216894204,"match","overshoot","pospos"
"A229_P1 Coranarta_cordigera 1973 2014 LAT LE","A229_P1","LAT","LE","Coranarta_cordigera",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.153077295374846,0.150190235930321,0.15019023593032,0.14491041663026,11.1453842751733,153.077295374846,0.150190235930321,0.0454933742406657,11.1453842751733,81.7600302852102,0.253,0.283416666666667,0.926,0.283416666666667,1.03643505707069,-0.150190235930321,-Inf,-6.30798990907348,"match","lag","pospos",-0.150190235930321,-Inf,-6.30798990907348,"match","lag","pospos"
"A229_P1 Cosmia_pyralina 1973 2014 LAT LE","A229_P1","LAT","LE","Cosmia_pyralina",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.135416232367247,0.135412949664426,0.135412949664425,0.252579916040718,359.60104957818,135.416232367247,0.135412949664426,0.0641302770129313,359.60104957818,77.6381834120027,0.488333333333333,0.494333333333333,1,0.494333333333333,0.536119228270692,-0.135412949664426,-Inf,-5.68734388590589,"match","lag","pospos",-0.135412949664426,-Inf,-5.68734388590589,"match","lag","pospos"
"A229_P1 Cucullia_absinthii 1973 2014 LAT LE","A229_P1","LAT","LE","Cucullia_absinthii",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,3.5714,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.281870208601613,0.281803877066776,0.281803877066776,0.286846211278362,1.24302991952664,281.870208601613,0.281803877066776,0.0751628994889028,1.24302991952664,79.0371463714637,0.534416666666667,0.542,0.994,0.542,0.982421471808485,3.28959612293322,92.1094283175568,138.163037163195,"match","overshoot","pospos",3.28959612293322,92.1094283175568,138.163037163195,"match","overshoot","pospos"
"A229_P1 Cucullia_argentea 1973 2014 LAT LE","A229_P1","LAT","LE","Cucullia_argentea",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.204761509063322,0.201716544907702,0.201716544907702,0.226812358458459,9.89336943576281,204.761509063322,0.201716544907702,0.0590199447217186,9.89336943576281,75.4661679320318,0.401666666666667,0.461,0.962,0.461,0.889354293913604,-0.201716544907702,-Inf,-8.47209488612348,"match","lag","pospos",-0.201716544907702,-Inf,-8.47209488612348,"match","lag","pospos"
"A229_P1 Cucullia_artemisiae 1973 2014 LAT LE","A229_P1","LAT","LE","Cucullia_artemisiae",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.0864792518200658,0.0846523167721568,0.0846523167721567,0.158629676059472,348.201935520386,86.4792518200658,0.0846523167721568,0.0513497001368392,348.201935520386,91.4793329629115,0.550416666666667,0.599916666666667,0.955,0.599916666666667,0.533647416265414,-0.0846523167721568,-Inf,-3.55539730443058,"match","lag","pospos",-0.0846523167721568,-Inf,-3.55539730443058,"match","lag","pospos"
"A229_P1 Cucullia_asteris 1973 2014 LAT LE","A229_P1","LAT","LE","Cucullia_asteris",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,1.1905,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.110993942984365,0.110839452447244,0.110839452447243,0.21764122782501,3.02335621149074,110.993942984365,0.110839452447244,0.0543155082038078,3.02335621149074,84.402165991356,0.592083333333333,0.617,0.99,0.617,0.509275993132892,1.07966054755276,90.6896722009875,45.3457429972158,"match","overshoot","pospos",1.07966054755276,90.6896722009875,45.3457429972158,"match","overshoot","pospos"
"A229_P1 Cucullia_praecana 1973 2014 LAT LE","A229_P1","LAT","LE","Cucullia_praecana",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0.1905,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.722528187471861,0.68324157269409,0.68324157269409,0.579859945153686,18.9810532304924,722.528187471861,0.68324157269409,0.28513689399404,18.9810532304924,91.5326513825343,0.796083333333333,0.837833333333333,0.939,0.837833333333333,1.17828723712414,-0.49274157269409,-258.656993540205,-20.6951460531518,"match","lag","pospos",-0.49274157269409,-258.656993540205,-20.6951460531518,"match","lag","pospos"
"A229_P1 Cucullia_tanaceti 1973 2014 LAT LE","A229_P1","LAT","LE","Cucullia_tanaceti",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.063547607139755,0.0625899414222075,0.0625899414222075,0.226495618577232,9.95960045045958,63.547607139755,0.0625899414222075,0.0748459361747192,9.95960045045958,80.7343206936416,0.25725,0.360416666666667,0.949,0.360416666666667,0.276340627758612,-0.0625899414222075,-Inf,-2.62877753973271,"match","lag","pospos",-0.0625899414222075,-Inf,-2.62877753973271,"match","lag","pospos"
"A229_P1 Dasypolia_templi 1973 2014 LAT LE","A229_P1","LAT","LE","Dasypolia_templi",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.121066774163703,0.120877767048781,0.120877767048782,0.158162192182948,3.20199565691677,121.066774163703,0.120877767048781,0.0414423291917407,3.20199565691677,72.430620315327,0.305916666666667,0.322416666666667,0.994,0.322416666666667,0.764264615837901,-0.120877767048781,-Inf,-5.0768662160488,"match","lag","pospos",-0.120877767048781,-Inf,-5.0768662160488,"match","lag","pospos"
"A229_P1 Deltote_bankiana 1973 2014 LAT LE","A229_P1","LAT","LE","Deltote_bankiana",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,5.5714,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.069088134644412,0.00129247452030889,0.00129247452030906,0.228396221208817,271.07193016099,69.088134644412,0.00129247452030889,0.0709203984695484,271.07193016099,85.3339570395576,0.575,0.58775,0.999,0.58775,0.00565891376603474,5.57010752547969,99.976801620413,233.944516070147,"match","overshoot","pospos",5.57010752547969,99.976801620413,233.944516070147,"match","overshoot","pospos"
"A229_P1 Diarsia_dahlii 1973 2014 LAT LE","A229_P1","LAT","LE","Diarsia_dahlii",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,3.0952,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.190422615224501,0.188582538956837,0.188582538956837,0.180550484852304,7.9716205987317,190.422615224501,0.188582538956837,0.0447856306834915,7.9716205987317,65.5555306085044,0.444916666666667,0.454666666666667,0.993,0.454666666666667,1.04448647208621,2.90661746104316,93.9072583691898,122.077933363813,"match","overshoot","pospos",2.90661746104316,93.9072583691898,122.077933363813,"match","overshoot","pospos"
"A229_P1 Eugnorisma_glareosa 1973 2014 LAT LE","A229_P1","LAT","LE","Eugnorisma_glareosa",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,3,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.0845157449403832,0.0767090072348824,0.0767090072348824,0.387812456228653,24.8201670536604,84.5157449403832,0.0767090072348824,0.107086201766423,24.8201670536604,87.598926803014,0.3665,0.4645,0.901,0.4645,0.197799235178911,2.92329099276512,97.4430330921706,122.778221696135,"match","overshoot","pospos",2.92329099276512,97.4430330921706,122.778221696135,"match","overshoot","pospos"
"A229_P1 Euxoa_nigricans 1973 2014 LAT LE","A229_P1","LAT","LE","Euxoa_nigricans",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.407710279535061,0.407607508093751,0.407607508093751,0.41521472453607,1.28649216711825,407.710279535061,0.407607508093751,0.121269266950136,1.28649216711825,70.4024924269109,0.466083333333333,0.473166666666667,0.997,0.473166666666667,0.981678837495904,-0.407607508093751,-Inf,-17.1195153399375,"match","lag","pospos",-0.407607508093751,-Inf,-17.1195153399375,"match","lag","pospos"
"A229_P1 Euxoa_tritici 1973 2014 LAT LE","A229_P1","LAT","LE","Euxoa_tritici",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,7.6429,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.283940217733465,0.281560622894221,0.281560622894222,0.314007915603258,7.42299991755036,283.940217733465,0.281560622894221,0.0794378727103535,7.42299991755036,72.2516347798032,0.5045,0.516583333333333,0.992,0.516583333333333,0.896667277808266,7.36133937710578,96.3160498908239,309.176253838443,"match","overshoot","pospos",7.36133937710578,96.3160498908239,309.176253838443,"match","overshoot","pospos"
"A229_P1 Hadena_albimacula 1973 2014 LAT LE","A229_P1","LAT","LE","Hadena_albimacula",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,1.6905,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.668881222958638,0.667468316970691,0.667468316970692,0.59137424140452,3.72474236564383,668.881222958638,0.667468316970691,0.156394928649209,3.72474236564383,83.218633910387,0.46325,0.491,0.983,0.491,1.1286733006589,1.02303168302931,60.5165148198349,42.967330687231,"match","overshoot","pospos",1.02303168302931,60.5165148198349,42.967330687231,"match","overshoot","pospos"
"A229_P1 Hadena_confusa 1973 2014 LAT LE","A229_P1","LAT","LE","Hadena_confusa",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.550400865031766,0.550164677797666,0.550164677797666,0.479401880745555,358.321420874297,550.400865031766,0.550164677797666,0.136185112149129,358.321420874297,79.8147304331999,0.4475,0.457833333333333,0.998,0.457833333333333,1.14760642353355,-0.550164677797666,-Inf,-23.106916467502,"match","lag","pospos",-0.550164677797666,-Inf,-23.106916467502,"match","lag","pospos"
"A229_P1 Hadena_irregularis 1973 2014 LAT LE","A229_P1","LAT","LE","Hadena_irregularis",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.416639610009139,0.404638996506123,0.404638996506123,0.283889721105091,13.7850089743892,416.639610009139,0.404638996506123,0.079455467019121,13.7850089743892,84.6261438498958,0.392666666666667,0.479666666666667,0.979,0.479666666666667,1.42533866647582,-0.404638996506123,-Inf,-16.9948378532572,"match","lag","pospos",-0.404638996506123,-Inf,-16.9948378532572,"match","lag","pospos"
"A229_P1 Helicoverpa_armigera 1973 2014 LAT LE","A229_P1","LAT","LE","Helicoverpa_armigera",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,16.881,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.42227600901049,0.416593537692628,0.416593537692628,0.181250531272364,9.41014412245732,422.27600901049,0.416593537692628,0.048970967670047,9.41014412245732,77.7488465015723,0.40775,0.424,0.997,0.424,2.29844036741948,16.4644064623074,97.5321750033018,691.50507141691,"match","overshoot","pospos",16.4644064623074,97.5321750033018,691.50507141691,"match","overshoot","pospos"
"A229_P1 Heliothis_maritima 1973 2014 LAT LE","A229_P1","LAT","LE","Heliothis_maritima",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.0766258954255098,0.029952522185136,0.0299525221851358,0.228288104203906,293.010072671257,76.6258954255098,0.029952522185136,0.0667574992505368,293.010072671257,88.9214882844061,0.515,0.618833333333333,0.924,0.618833333333333,0.131204918844052,-0.029952522185136,-Inf,-1.25800593177571,"match","lag","pospos",-0.029952522185136,-Inf,-1.25800593177571,"match","lag","pospos"
"A229_P1 Heliothis_viriplaca 1973 2014 LAT LE","A229_P1","LAT","LE","Heliothis_viriplaca",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.501994069349056,0.498436933557388,0.498436933557388,0.589714199380844,353.175114897106,501.994069349056,0.498436933557388,0.173378508459625,353.175114897106,86.4595203712443,0.514333333333333,0.52975,0.986,0.52975,0.845217792077433,-0.498436933557388,-Inf,-20.9343512094103,"match","lag","pospos",-0.498436933557388,-Inf,-20.9343512094103,"match","lag","pospos"
"A229_P1 Herminia_tarsicrinalis 1973 2014 LAT LE","A229_P1","LAT","LE","Herminia_tarsicrinalis",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Erebidae","North hemisphere",0.129184509886048,0.128269433792009,0.128269433792009,0.405244090650554,6.82366515709973,129.184509886048,0.128269433792009,0.135262845019247,6.82366515709973,83.6930378246753,0.503333333333333,0.513333333333333,0.984,0.513333333333333,0.316523884619991,-0.128269433792009,-Inf,-5.38731621926438,"match","lag","pospos",-0.128269433792009,-Inf,-5.38731621926438,"match","lag","pospos"
"A229_P1 Hydraecia_petasitis 1973 2014 LAT LE","A229_P1","LAT","LE","Hydraecia_petasitis",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,6.9048,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.354234477684395,0.35397572155266,0.35397572155266,0.453972637316197,2.19010017969215,354.234477684395,0.35397572155266,0.142505442387386,2.19010017969215,77.8926969105691,0.478833333333333,0.5125,0.994,0.5125,0.779729200520321,6.55082427844734,94.8734833513982,275.134619694788,"match","overshoot","pospos",6.55082427844734,94.8734833513982,275.134619694788,"match","overshoot","pospos"
"A229_P1 Hypenodes_humidalis 1973 2014 LAT LE","A229_P1","LAT","LE","Hypenodes_humidalis",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Erebidae","North hemisphere",0.197949740140478,0.197907999820898,0.197907999820897,0.232497631907882,1.17664561017985,197.949740140478,0.197907999820898,0.0624464153414415,1.17664561017985,81.6614239921337,0.407166666666667,0.42375,0.987,0.42375,0.851225873557763,-0.197907999820898,-Inf,-8.31213599247772,"match","lag","pospos",-0.197907999820898,-Inf,-8.31213599247772,"match","lag","pospos"
"A229_P1 Ipimorpha_retusa 1973 2014 LAT LE","A229_P1","LAT","LE","Ipimorpha_retusa",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.388275535343141,0.387999961030034,0.387999961030034,0.396731805349753,357.841198689165,388.275535343141,0.387999961030034,0.111634240974754,357.841198689165,76.9155679036332,0.41525,0.428916666666667,0.992,0.428916666666667,0.977990561376794,-0.387999961030034,-Inf,-16.2959983632614,"match","lag","pospos",-0.387999961030034,-Inf,-16.2959983632614,"match","lag","pospos"
"A229_P1 Jodia_croceago 1973 2014 LAT LE","A229_P1","LAT","LE","Jodia_croceago",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.0244313636943827,0.0154372279121015,0.0154372279121014,0.0571846473425106,309.187563690304,24.4313636943827,0.0154372279121015,0.0153825135458794,309.187563690304,77.6067326106594,0.07175,0.1845,0.984,0.1845,0.269954063363185,-0.0154372279121015,-Inf,-0.648363572308263,"match","lag","pospos",-0.0154372279121015,-Inf,-0.648363572308263,"match","lag","pospos"
"A229_P1 Lasionycta_proxima 1973 2014 LAT LE","A229_P1","LAT","LE","Lasionycta_proxima",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.470222777951997,0.469835822258161,0.469835822258161,0.619810413328879,357.675410849534,470.222777951997,0.469835822258161,0.206895961519929,357.675410849534,89.3624775425285,0.657166666666667,0.680916666666667,0.987,0.680916666666667,0.758031507948964,-0.469835822258161,-Inf,-19.7331045348428,"match","lag","pospos",-0.469835822258161,-Inf,-19.7331045348428,"match","lag","pospos"
"A229_P1 Lasionycta_staudingeri 1973 2014 LAT LE","A229_P1","LAT","LE","Lasionycta_staudingeri",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.20941596985697,0.20918585660938,0.20918585660938,0.218931265272643,2.68623076343916,209.41596985697,0.20918585660938,0.0562677322331748,2.68623076343916,94.6892027918224,0.701916666666667,0.758166666666667,0.959,0.758166666666667,0.955486446163244,-0.20918585660938,-Inf,-8.78580597759396,"match","lag","pospos",-0.20918585660938,-Inf,-8.78580597759396,"match","lag","pospos"
"A229_P1 Lithophane_consocia 1973 2014 LAT LE","A229_P1","LAT","LE","Lithophane_consocia",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.311914518005197,0.304102821038288,0.304102821038287,0.218127006046277,12.8499993386522,311.914518005197,0.304102821038288,0.0493177577967334,12.8499993386522,81.7105715249663,0.232333333333333,0.247,0.901,0.247,1.39415483919387,-0.304102821038288,-Inf,-12.7723184836081,"match","lag","pospos",-0.304102821038288,-Inf,-12.7723184836081,"match","lag","pospos"
"A229_P1 Lygephila_pastinum 1973 2014 LAT LE","A229_P1","LAT","LE","Lygephila_pastinum",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,1.8333,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Erebidae","North hemisphere",0.102625939038409,0.102359680169225,0.102359680169225,0.267639433450766,4.12814592969116,102.625939038409,0.102359680169225,0.0671155054233704,4.12814592969116,81.7960506310958,0.57425,0.581,0.998,0.581,0.382453657330936,1.73094031983077,94.4166432024641,72.6994934328926,"match","overshoot","pospos",1.73094031983077,94.4166432024641,72.6994934328926,"match","overshoot","pospos"
"A229_P1 Lygephila_viciae 1973 2014 LAT LE","A229_P1","LAT","LE","Lygephila_viciae",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,1.1667,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Erebidae","North hemisphere",0.340433756333432,0.331823586284119,0.331823586284119,0.416282704150207,12.91358423472,340.433756333432,0.331823586284119,0.127559387689072,12.91358423472,92.1492918061418,0.55175,0.572583333333333,0.983,0.572583333333333,0.797111153011986,0.834876413715881,71.5587909244777,35.064809376067,"match","overshoot","pospos",0.834876413715881,71.5587909244777,35.064809376067,"match","overshoot","pospos"
"A229_P1 Macdunnoughia_confusa 1973 2014 LAT LE","A229_P1","LAT","LE","Macdunnoughia_confusa",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.2138549122106,-0.18536512894315,-0.18536512894315,0.130128209584034,209.913433415232,213.8549122106,-0.18536512894315,0.0438551875540458,209.913433415232,91.2708380214918,0.52325,0.527333333333333,0.997,0.527333333333333,1.424480745072,0.18536512894315,Inf,7.7853354156123,"match","overshoot","negneg",0.18536512894315,Inf,7.7853354156123,"match","overshoot","negneg"
"A229_P1 Mythimna_pudorina 1973 2014 LAT LE","A229_P1","LAT","LE","Mythimna_pudorina",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,5.2381,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.138517549039182,-0.00318848678184345,-0.00318848678184254,0.353874379938076,268.681012090041,138.517549039182,-0.00318848678184345,0.10311080799503,268.681012090041,90.3346999030773,0.677916666666667,0.687833333333333,0.995,0.687833333333333,0.00901022216528193,5.24128848678184,100.060871055952,220.134116444837,"mismatch","misalignment","posneg",5.24128848678184,100.060871055952,220.134116444837,"mismatch","misalignment","posneg"
"A229_P1 Mythimna_straminea 1973 2014 LAT LE","A229_P1","LAT","LE","Mythimna_straminea",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0.119,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.420979182095105,0.420914912773642,0.420914912773642,0.602843200286965,358.998814150071,420.979182095105,0.420914912773642,0.173636575913028,358.998814150071,80.2471320127626,0.621083333333333,0.626833333333333,0.993,0.626833333333333,0.698216240264929,-0.301914912773642,-253.710010734153,-12.680426336493,"match","lag","pospos",-0.301914912773642,-253.710010734153,-12.680426336493,"match","lag","pospos"
"A229_P1 Nonagria_typhae 1973 2014 LAT LE","A229_P1","LAT","LE","Nonagria_typhae",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.530129430190904,0.52980288678651,0.529802886786511,0.610576505523284,2.01112667372953,530.129430190904,0.52980288678651,0.172950802424697,2.01112667372953,82.2044952461187,0.685333333333333,0.692416666666667,0.998,0.692416666666667,0.867709258371237,-0.52980288678651,-Inf,-22.2517212450334,"match","lag","pospos",-0.52980288678651,-Inf,-22.2517212450334,"match","lag","pospos"
"A229_P1 Oligia_versicolor 1973 2014 LAT LE","A229_P1","LAT","LE","Oligia_versicolor",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,4.5952,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.212330193159717,0.192468115349781,0.192468115349781,0.697955981584798,335.020189330853,212.330193159717,0.192468115349781,0.265711409799015,335.020189330853,92.3504263363755,0.631,0.639166666666667,0.998,0.639166666666667,0.27575967600816,4.40273188465022,95.8115399688853,184.914739155309,"match","overshoot","pospos",4.40273188465022,95.8115399688853,184.914739155309,"match","overshoot","pospos"
"A229_P1 Orgyia_antiquoides 1973 2014 LAT LE","A229_P1","LAT","LE","Orgyia_antiquoides",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Erebidae","North hemisphere",0.19666017562994,0.193752338902456,0.193752338902456,0.174471898063587,9.86508907551861,196.66017562994,0.193752338902456,0.055002943221989,9.86508907551861,85.0177771095659,0.403583333333333,0.443416666666667,0.982,0.443416666666667,1.11050742871979,-0.193752338902456,-Inf,-8.13759823390315,"match","lag","pospos",-0.193752338902456,-Inf,-8.13759823390315,"match","lag","pospos"
"A229_P1 Orthosia_miniosa 1973 2014 LAT LE","A229_P1","LAT","LE","Orthosia_miniosa",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,4.5476,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.489130786697953,0.482598797205613,0.482598797205613,0.678622455534198,350.625839939504,489.130786697953,0.482598797205613,0.265287263135303,350.625839939504,89.0266241016427,0.637916666666667,0.649333333333333,0.998,0.649333333333333,0.711144751061503,4.06500120279439,89.3878354031662,170.730050517364,"match","overshoot","pospos",4.06500120279439,89.3878354031662,170.730050517364,"match","overshoot","pospos"
"A229_P1 Orthosia_opima 1973 2014 LAT LE","A229_P1","LAT","LE","Orthosia_opima",1973,2014,"very_large",2,"TWO","Survey-Resurvey","occurrence","Raw",42,0,"km/year",446026.13,1276.02,"Ter","Animalia","Arthropoda","Insecta","Noctuidae","North hemisphere",0.53733432757392,0.526713590057784,0.526713590057784,0.369171873239016,11.4106562521184,537.33432757392,0.526713590057784,0.101426354912127,11.4106562521184,75.4216440948472,0.351583333333333,0.3655,1,0.3655,1.42674355290542,-0.526713590057784,-Inf,-22.1219707824269,"match","lag","pospos",-0.526713590057784,-Inf,-22.1219707824269,"match","lag","pospos"
