"new_ID","ID","Type","Param","sp_name_std","Start","End","Grain_size","N_periodes","Sampling","Category","Obs_type","Uncertainty_distribution","Duration","ShiftRate","UnitRate","Areakm2","LatExtentk","Eco","kingdom","phylum","class","family","Hemisphere","bvel","bvel_lat","bvel_lat2","bvel_lat_error","bvel_angle","bvel95","bvel95_lat","bvel95_lat_error","bvel95_angle","sensitivity","validation","calibration","Boyce","TSS","signoise","mismatch","mismatch_percent","mismatch_trend","match_direction","lag_overshoot","match_direction_class","mismatch95","mismatch95_percent","mismatch95_trend","match_direction95","lag_overshoot95","match_direction95_class"
"A19_P1 Trifolium_micranthum 1986 2003 LAT O","A19_P1","LAT","O","Trifolium_micranthum",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-0.0151,"km/year",106862.2,361.26,"Ter","Plantae","Tracheophyta","Magnoliopsida","Fabaceae","North hemisphere",0.122618145079554,0.0344106618640398,0.0344106618640398,0.062112096502156,73.7020297982634,122.618145079554,0.0344106618640398,0.062112096502156,73.7020297982634,82.6585614435815,0.54,0.54725,0.999,0.54725,0.554009022426821,-0.0495106618640398,327.885177907548,-0.891191913552716,"match","lag","pospos",-0.0495106618640398,327.885177907548,-0.891191913552716,"match","lag","pospos"
"A19_P1 Trifolium_ochroleucon 1986 2003 LAT O","A19_P1","LAT","O","Trifolium_ochroleucon",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-0.4769,"km/year",106862.2,361.26,"Ter","Plantae","Tracheophyta","Magnoliopsida","Fabaceae","North hemisphere",0.0769636397503272,-0.00174940485828209,-0.00174940485828204,0.0203294891427101,91.3024611176344,76.9636397503272,-0.00174940485828209,0.0203294891427101,91.3024611176344,84.9327043099876,0.395833333333333,0.402166666666667,0.847,0.402166666666667,0.0860525734808936,-0.475150595141718,99.6331715541451,-8.55271071255092,"match","lag","negneg",-0.475150595141718,99.6331715541451,-8.55271071255092,"match","lag","negneg"
"A19_P1 Trifolium_suffocatum 1986 2003 LAT O","A19_P1","LAT","O","Trifolium_suffocatum",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-1.7201,"km/year",106862.2,361.26,"Ter","Plantae","Tracheophyta","Magnoliopsida","Fabaceae","North hemisphere",0.520201880810664,0.0210088424029891,0.0210088424029887,0.047906195630938,87.6854265574679,520.201880810664,0.0210088424029891,0.047906195630938,87.6854265574679,87.080355699104,0.368583333333333,0.399916666666667,0.981,0.399916666666667,0.438541239317728,-1.74110884240299,101.221373315679,-31.3399591632538,"mismatch","misalignment","negpos",-1.74110884240299,101.221373315679,-31.3399591632538,"mismatch","misalignment","negpos"
"A19_P1 Ulex_gallii 1986 2003 LAT O","A19_P1","LAT","O","Ulex_gallii",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-1.0954,"km/year",106862.2,361.26,"Ter","Plantae","Tracheophyta","Magnoliopsida","Fabaceae","North hemisphere",0.938722868325506,0.0441588101737576,0.0441588101737575,0.120715915675823,87.3037329640659,938.722868325506,0.0441588101737576,0.120715915675823,87.3037329640659,85.7632129746835,0.517333333333333,0.526666666666667,0.998,0.526666666666667,0.365807689288826,-1.13955881017376,104.031295433062,-20.5120585831276,"mismatch","misalignment","negpos",-1.13955881017376,104.031295433062,-20.5120585831276,"mismatch","misalignment","negpos"
"A19_P1 Vicia_lutea 1986 2003 LAT O","A19_P1","LAT","O","Vicia_lutea",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-0.0812,"km/year",106862.2,361.26,"Ter","Plantae","Tracheophyta","Magnoliopsida","Fabaceae","North hemisphere",0.0681606120318948,0.00507748679205776,0.00507748679205779,0.0314069914486835,85.7279095625004,68.1606120318948,0.00507748679205776,0.0314069914486835,85.7279095625004,93.784624936516,0.650833333333333,0.656333333333333,0.983,0.656333333333333,0.16166740454443,-0.0862774867920578,106.253062551795,-1.55299476225704,"match","lag","pospos",-0.0862774867920578,106.253062551795,-1.55299476225704,"match","lag","pospos"
"A19_P1 Vicia_parviflora 1986 2003 LAT O","A19_P1","LAT","O","Vicia_parviflora",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-0.7037,"km/year",106862.2,361.26,"Ter","Plantae","Tracheophyta","Magnoliopsida","Fabaceae","North hemisphere",0.608026554205641,0.081737653765243,0.0817376537652431,0.0712430536808678,82.2742778985679,608.026554205641,0.081737653765243,0.0712430536808678,82.2742778985679,88.7369526097763,0.480583333333333,0.502916666666667,0.992,0.502916666666667,1.14730699404584,-0.785437653765243,111.615411931966,-14.1378777677744,"mismatch","misalignment","negpos",-0.785437653765243,111.615411931966,-14.1378777677744,"mismatch","misalignment","negpos"
"A19_P1 Viola_lactea 1986 2003 LAT O","A19_P1","LAT","O","Viola_lactea",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-3.4255,"km/year",106862.2,361.26,"Ter","Plantae","Tracheophyta","Magnoliopsida","Violaceae","North hemisphere",1.03051230806602,0.168142550864415,0.168142550864415,0.103658286081533,80.6094036383643,1030.51230806602,0.168142550864415,0.103658286081533,80.6094036383643,77.297144036009,0.410666666666667,0.444333333333333,0.993,0.444333333333333,1.6220849988988,-3.59364255086441,104.908554980716,-64.6855659155595,"mismatch","misalignment","negpos",-3.59364255086441,104.908554980716,-64.6855659155595,"mismatch","misalignment","negpos"
"A19_P1 Wolffia_arrhiza 1986 2003 LAT O","A19_P1","LAT","O","Wolffia_arrhiza",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-3.2291,"km/year",106862.2,361.26,"Ter","Plantae","Tracheophyta","Liliopsida","Araceae","North hemisphere",0.312193808442063,0.00667592928024359,0.00667592928024389,0.0337260024951093,88.7746978990412,312.193808442063,0.00667592928024359,0.0337260024951093,88.7746978990412,75.0648824568289,0.418416666666667,0.424666666666667,0.992,0.424666666666667,0.197946059015197,-3.23577592928024,100.206742723367,-58.2439667270444,"mismatch","misalignment","negpos",-3.23577592928024,100.206742723367,-58.2439667270444,"mismatch","misalignment","negpos"
"A19_P2 Allium_scorodoprasum 1986 2003 LAT O","A19_P2","LAT","O","Allium_scorodoprasum",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-0.0122,"km/year",121647.47,603.13,"Ter","Plantae","Tracheophyta","Liliopsida","Amaryllidaceae","North hemisphere",0.147277871947175,-0.0825761172549325,-0.0825761172549323,0.0821457748599452,124.10300647012,147.277871947175,-0.0825761172549325,0.0821457748599452,124.10300647012,87.8511030383091,0.565083333333333,0.56775,0.999,0.56775,1.00523876481439,0.0703761172549325,-576.853420122397,1.26677011058878,"match","overshoot","negneg",0.0703761172549325,-576.853420122397,1.26677011058878,"match","overshoot","negneg"
"A19_P2 Catabrosa_aquatica 1986 2003 LAT O","A19_P2","LAT","O","Catabrosa_aquatica",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,0.091,"km/year",121647.47,603.13,"Ter","Plantae","Tracheophyta","Liliopsida","Poaceae","North hemisphere",0.138502740502837,-0.108826208483881,-0.108826208483882,0.0573562636570246,141.788545902893,138.502740502837,-0.108826208483881,0.0573562636570246,141.788545902893,88.6678257203976,0.657416666666667,0.66225,0.996,0.66225,1.89737269384619,0.199826208483881,219.589240092177,3.59687175270986,"mismatch","misalignment","posneg",0.199826208483881,219.589240092177,3.59687175270986,"mismatch","misalignment","posneg"
"A19_P2 Epilobium_roseum 1986 2003 LAT O","A19_P2","LAT","O","Epilobium_roseum",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-0.2473,"km/year",121647.47,603.13,"Ter","Plantae","Tracheophyta","Magnoliopsida","Onagraceae","North hemisphere",0.244927277643266,-0.178185481760569,-0.17818548176057,0.0712781350507319,136.677520150311,244.927277643266,-0.178185481760569,0.0712781350507319,136.677520150311,91.5798154857756,0.617083333333333,0.621,0.973,0.621,2.49986172665357,-0.069114518239431,27.9476418275095,-1.24406132830976,"match","lag","negneg",-0.069114518239431,27.9476418275095,-1.24406132830976,"match","lag","negneg"
"A19_P2 Fumaria_capreolata 1986 2003 LAT O","A19_P2","LAT","O","Fumaria_capreolata",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,1.6327,"km/year",121647.47,603.13,"Ter","Plantae","Tracheophyta","Magnoliopsida","Papaveraceae","North hemisphere",0.3532469452061,-0.209145145087645,-0.209145145087646,0.117481963515694,126.303682691824,353.2469452061,-0.209145145087645,0.117481963515694,126.303682691824,92.3734169622205,0.535166666666667,0.540416666666667,0.997,0.540416666666667,1.78023195075137,1.84184514508764,112.809771855677,33.1532126115776,"mismatch","misalignment","posneg",1.84184514508764,112.809771855677,33.1532126115776,"mismatch","misalignment","posneg"
"A19_P2 Helosciadium_inundatum 1986 2003 LAT O","A19_P2","LAT","O","Helosciadium_inundatum",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-0.0345,"km/year",121647.47,603.13,"Ter","Plantae","Tracheophyta","Magnoliopsida","Apiaceae","North hemisphere",0.3509449647927,-0.185502702923534,-0.185502702923532,0.145123468267511,121.909602314559,350.9449647927,-0.185502702923534,0.145123468267511,121.909602314559,86.1534538657604,0.48,0.490416666666667,0.957,0.490416666666667,1.27824055707924,0.151002702923534,-437.688993981258,2.71804865262361,"match","overshoot","negneg",0.151002702923534,-437.688993981258,2.71804865262361,"match","overshoot","negneg"
"A19_P2 Potamogeton_obtusifolius 1986 2003 LAT O","A19_P2","LAT","O","Potamogeton_obtusifolius",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-0.1192,"km/year",121647.47,603.13,"Ter","Plantae","Tracheophyta","Liliopsida","Potamogetonaceae","North hemisphere",0.0625075804554853,0.0176031483102056,0.0176031483102052,0.210459797680293,286.356689265208,62.5075804554853,0.0176031483102056,0.210459797680293,286.356689265208,88.9414949059561,0.630833333333333,0.638,0.999,0.638,0.0836413818896963,-0.136803148310206,114.767741870978,-2.4624566695837,"mismatch","misalignment","negpos",-0.136803148310206,114.767741870978,-2.4624566695837,"mismatch","misalignment","negpos"
"A19_P2 Potentilla_anglica 1986 2003 LAT O","A19_P2","LAT","O","Potentilla_anglica",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,0.259,"km/year",121647.47,603.13,"Ter","Plantae","Tracheophyta","Magnoliopsida","Rosaceae","North hemisphere",0.164494881675816,-0.0684896054726708,-0.0684896054726717,0.304089910870512,245.394810716221,164.494881675816,-0.0684896054726708,0.304089910870512,245.394810716221,93.081757080738,0.7045,0.709083333333333,0.996,0.709083333333333,0.225228141494754,0.327489605472671,126.443863116861,5.89481289850807,"mismatch","misalignment","posneg",0.327489605472671,126.443863116861,5.89481289850807,"mismatch","misalignment","posneg"
"A19_P2 Rosa_caesia 1986 2003 LAT O","A19_P2","LAT","O","Rosa_caesia",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-0.6657,"km/year",121647.47,603.13,"Ter","Plantae","Tracheophyta","Magnoliopsida","Rosaceae","North hemisphere",0.0529418491978656,-0.0455205150068533,-0.0455205150068535,0.0866696131343216,149.296493449231,52.9418491978656,-0.0455205150068533,0.0866696131343216,149.296493449231,87.3937714771323,0.531,0.539333333333333,0.992,0.539333333333333,0.52521885538251,-0.620179484993147,93.1620076600791,-11.1632307298766,"match","lag","negneg",-0.620179484993147,93.1620076600791,-11.1632307298766,"match","lag","negneg"
"A19_P2 Ulex_gallii 1986 2003 LAT O","A19_P2","LAT","O","Ulex_gallii",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-0.6583,"km/year",121647.47,603.13,"Ter","Plantae","Tracheophyta","Magnoliopsida","Fabaceae","North hemisphere",0.738149490830492,-0.590152301959056,-0.590152301959056,0.36858858845361,143.082612904589,738.149490830492,-0.590152301959056,0.36858858845361,143.082612904589,85.7632129746835,0.517333333333333,0.526666666666667,0.998,0.526666666666667,1.60111387179674,-0.068147698040944,10.3520732251168,-1.22665856473699,"match","lag","negneg",-0.068147698040944,10.3520732251168,-1.22665856473699,"match","lag","negneg"
"A19_P2 Vandenboschia_speciosa 1986 2003 LAT O","A19_P2","LAT","O","Vandenboschia_speciosa",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-1.0508,"km/year",121647.47,603.13,"Ter","Plantae","Tracheophyta","Polypodiopsida","Hymenophyllaceae","North hemisphere",0.512673373162465,-0.405317648876378,-0.405317648876378,0.235667096143542,142.241267410441,512.673373162465,-0.405317648876378,0.235667096143542,142.241267410441,62.4152463303977,0.277416666666667,0.31225,0.961,0.31225,1.71987373506526,-0.645482351123622,61.4277075679123,-11.6186823202252,"match","lag","negneg",-0.645482351123622,61.4277075679123,-11.6186823202252,"match","lag","negneg"
"A19_P3 Carduus_tenuiflorus 1986 2003 LAT O","A19_P3","LAT","O","Carduus_tenuiflorus",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,0.1028,"km/year",21287.3,210.91,"Ter","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","North hemisphere",0.0587004850147099,0.0337586766453677,0.0337586766453676,0.0219876166223382,54.8933313777348,58.7004850147099,0.0337586766453677,0.0219876166223382,54.8933313777348,90.2604609375,0.430083333333333,0.437333333333333,0.999,0.437333333333333,1.53534952083305,0.0690413233546323,67.1608203838836,1.24274382038338,"match","overshoot","pospos",0.0690413233546323,67.1608203838836,1.24274382038338,"match","overshoot","pospos"
"A19_P3 Fumaria_bastardii 1986 2003 LAT O","A19_P3","LAT","O","Fumaria_bastardii",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-1.7561,"km/year",21287.3,210.91,"Ter","Plantae","Tracheophyta","Magnoliopsida","Papaveraceae","North hemisphere",0.109119380073492,0.0323399507732519,0.032339950773252,0.0297433268008098,72.7601612370429,109.119380073492,0.0323399507732519,0.0297433268008098,72.7601612370429,69.2380447128629,0.374583333333333,0.39325,0.985,0.39325,1.08730106049776,-1.78843995077325,101.841577972396,-32.1919191139185,"mismatch","misalignment","negpos",-1.78843995077325,101.841577972396,-32.1919191139185,"mismatch","misalignment","negpos"
"A19_P3 Fumaria_capreolata 1986 2003 LAT O","A19_P3","LAT","O","Fumaria_capreolata",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-0.0606,"km/year",21287.3,210.91,"Ter","Plantae","Tracheophyta","Magnoliopsida","Papaveraceae","North hemisphere",0.063550282199792,0.0367124927679353,0.0367124927679353,0.0240514023950013,54.7116231173159,63.550282199792,0.0367124927679353,0.0240514023950013,54.7116231173159,92.3734169622205,0.535166666666667,0.540416666666667,0.997,0.540416666666667,1.52641796785893,-0.0973124927679353,160.581671234217,-1.75162486982284,"match","lag","pospos",-0.0973124927679353,160.581671234217,-1.75162486982284,"match","lag","pospos"
"A19_P3 Helosciadium_inundatum 1986 2003 LAT O","A19_P3","LAT","O","Helosciadium_inundatum",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-0.0693,"km/year",21287.3,210.91,"Ter","Plantae","Tracheophyta","Magnoliopsida","Apiaceae","North hemisphere",0.033754586617441,0.0186503344750402,0.0186503344750402,0.017907104162874,56.4594224537957,33.754586617441,0.0186503344750402,0.017907104162874,56.4594224537957,86.1534538657604,0.48,0.490416666666667,0.957,0.490416666666667,1.04150477404979,-0.0879503344750402,126.912459559943,-1.58310602055072,"match","lag","pospos",-0.0879503344750402,126.912459559943,-1.58310602055072,"match","lag","pospos"
"A19_P3 Huperzia_selago 1986 2003 LAT O","A19_P3","LAT","O","Huperzia_selago",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,0.1133,"km/year",21287.3,210.91,"Ter","Plantae","Tracheophyta","Lycopodiopsida","Lycopodiaceae","North hemisphere",0.00223086762086556,-0.00119093546341819,-0.00119093546341821,0.00417754776286017,237.734446600853,2.23086762086556,-0.00119093546341819,0.00417754776286017,237.734446600853,92.8679724704178,0.686166666666667,0.690166666666667,0.998,0.690166666666667,0.285080035231677,0.114490935463418,101.051134566124,2.06083683834153,"mismatch","misalignment","posneg",0.114490935463418,101.051134566124,2.06083683834153,"mismatch","misalignment","posneg"
"A19_P3 Hymenophyllum_wilsonii 1986 2003 LAT O","A19_P3","LAT","O","Hymenophyllum_wilsonii",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,0.0303,"km/year",21287.3,210.91,"Ter","Plantae","Tracheophyta","Polypodiopsida","Hymenophyllaceae","North hemisphere",0.155602058882875,0.0331269621208388,0.0331269621208389,0.0979417798849434,77.7079158964102,155.602058882875,0.0331269621208388,0.0979417798849434,77.7079158964102,94.9796118440931,0.818666666666667,0.827416666666667,0.988,0.827416666666667,0.338231163041498,-0.0028269621208388,-9.32990798956699,-0.0508853181750984,"match","lag","pospos",-0.0028269621208388,-9.32990798956699,-0.0508853181750984,"match","lag","pospos"
"A19_P3 Isolepis_cernua 1986 2003 LAT O","A19_P3","LAT","O","Isolepis_cernua",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,0.0313,"km/year",21287.3,210.91,"Ter","Plantae","Tracheophyta","Liliopsida","Cyperaceae","North hemisphere",0.0808324673969196,0.00840477007108988,0.00840477007108992,0.0217730135719643,84.0317321428303,80.8324673969196,0.00840477007108988,0.0217730135719643,84.0317321428303,81.7484878938156,0.56175,0.571333333333333,0.991,0.571333333333333,0.38601776659489,0.0228952299289101,73.147699453387,0.412114138720382,"match","overshoot","pospos",0.0228952299289101,73.147699453387,0.412114138720382,"match","overshoot","pospos"
"A19_P3 Potentilla_anglica 1986 2003 LAT O","A19_P3","LAT","O","Potentilla_anglica",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-0.2266,"km/year",21287.3,210.91,"Ter","Plantae","Tracheophyta","Magnoliopsida","Rosaceae","North hemisphere",0.142792228613683,-0.0659051410002531,-0.0659051410002532,0.0515920295575929,117.486894611517,142.792228613683,-0.0659051410002531,0.0515920295575929,117.486894611517,93.081757080738,0.7045,0.709083333333333,0.996,0.709083333333333,1.27742873396136,-0.160694858999747,70.9156482787939,-2.89250746199544,"match","lag","negneg",-0.160694858999747,70.9156482787939,-2.89250746199544,"match","lag","negneg"
"A19_P3 Stellaria_neglecta 1986 2003 LAT O","A19_P3","LAT","O","Stellaria_neglecta",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,1.1527,"km/year",21287.3,210.91,"Ter","Plantae","Tracheophyta","Magnoliopsida","Caryophyllaceae","North hemisphere",0.0377577193224273,6.93494192832911e-05,6.93494192832713e-05,0.0253624480689089,89.894765061504,37.7577193224273,6.93494192832911e-05,0.0253624480689089,89.894765061504,87.3008406069138,0.523083333333333,0.53275,0.999,0.53275,0.0027343345995178,1.15263065058072,99.9939837408447,20.7473517104529,"match","overshoot","pospos",1.15263065058072,99.9939837408447,20.7473517104529,"match","overshoot","pospos"
"A19_P3 Trifolium_micranthum 1986 2003 LAT O","A19_P3","LAT","O","Trifolium_micranthum",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,0.0261,"km/year",21287.3,210.91,"Ter","Plantae","Tracheophyta","Magnoliopsida","Fabaceae","North hemisphere",0.134308896214686,-0.0795462220460835,-0.079546222046084,0.0589937816933326,126.317779609823,134.308896214686,-0.0795462220460835,0.0589937816933326,126.317779609823,82.6585614435815,0.54,0.54725,0.999,0.54725,1.34838316451026,0.105646222046083,404.774797111431,1.9016319968295,"match","overshoot","negneg",0.105646222046083,404.774797111431,1.9016319968295,"match","overshoot","negneg"
"A19_P3 Ulex_gallii 1986 2003 LAT O","A19_P3","LAT","O","Ulex_gallii",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,0.1492,"km/year",21287.3,210.91,"Ter","Plantae","Tracheophyta","Magnoliopsida","Fabaceae","North hemisphere",0.0778161041208926,-0.00907880119774686,-0.0090788011977469,0.0264018091206819,96.6999547560963,77.8161041208926,-0.00907880119774686,0.0264018091206819,96.6999547560963,85.7632129746835,0.517333333333333,0.526666666666667,0.998,0.526666666666667,0.343870420252185,0.158278801197747,106.084987397954,2.84901842155944,"mismatch","misalignment","posneg",0.158278801197747,106.084987397954,2.84901842155944,"mismatch","misalignment","posneg"
"A19_P4 Carduus_tenuiflorus 1986 2003 LAT O","A19_P4","LAT","O","Carduus_tenuiflorus",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,3.2007,"km/year",75614.52,398.56,"Ter","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","North hemisphere",0.0774055352114479,0.0100493896362206,0.0100493896362207,0.0184358456916359,82.5403588745313,77.4055352114479,0.0100493896362206,0.0184358456916359,82.5403588745313,90.2604609375,0.430083333333333,0.437333333333333,0.999,0.437333333333333,0.545100550542136,3.19065061036378,99.6860252558434,57.431710986548,"match","overshoot","pospos",3.19065061036378,99.6860252558434,57.431710986548,"match","overshoot","pospos"
"A19_P4 Catabrosa_aquatica 1986 2003 LAT O","A19_P4","LAT","O","Catabrosa_aquatica",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-0.1668,"km/year",75614.52,398.56,"Ter","Plantae","Tracheophyta","Liliopsida","Poaceae","North hemisphere",0.0373415264727624,-0.0177002892304207,-0.0177002892304207,0.0223192069331447,118.294967009843,37.3415264727624,-0.0177002892304207,0.0223192069331447,118.294967009843,88.6678257203976,0.657416666666667,0.66225,0.996,0.66225,0.793051889497706,-0.149099710769579,89.3883158091003,-2.68379479385243,"match","lag","negneg",-0.149099710769579,89.3883158091003,-2.68379479385243,"match","lag","negneg"
"A19_P4 Dryopteris_aemula 1986 2003 LAT O","A19_P4","LAT","O","Dryopteris_aemula",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-0.0597,"km/year",75614.52,398.56,"Ter","Plantae","Tracheophyta","Polypodiopsida","Dryopteridaceae","North hemisphere",0.37033203744192,-0.253979781615975,-0.253979781615977,0.211796494968759,133.299845590444,370.33203744192,-0.253979781615975,0.211796494968759,133.299845590444,86.9987134014237,0.6287,0.6462,0.989,0.6462,1.19916895533818,0.194279781615975,-325.426769876005,3.49703606908755,"match","overshoot","negneg",0.194279781615975,-325.426769876005,3.49703606908755,"match","overshoot","negneg"
"A19_P4 Dryopteris_oreades 1986 2003 LAT O","A19_P4","LAT","O","Dryopteris_oreades",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-0.7235,"km/year",75614.52,398.56,"Ter","Plantae","Tracheophyta","Polypodiopsida","Dryopteridaceae","North hemisphere",0.0618792396498504,-0.0562006984965714,-0.0562006984965713,0.0486754433796879,204.737856559463,61.8792396498504,-0.0562006984965714,0.0486754433796879,204.737856559463,92.229349425038,0.7465,0.768166666666667,0.987,0.768166666666667,1.15460064858955,-0.667299301503429,92.2321080170599,-12.0113874270617,"match","lag","negneg",-0.667299301503429,92.2321080170599,-12.0113874270617,"match","lag","negneg"
"A19_P4 Epilobium_roseum 1986 2003 LAT O","A19_P4","LAT","O","Epilobium_roseum",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-0.5005,"km/year",75614.52,398.56,"Ter","Plantae","Tracheophyta","Magnoliopsida","Onagraceae","North hemisphere",0.0607393394976484,-0.015832580301037,-0.015832580301037,0.0439830087431565,105.109485820051,60.7393394976484,-0.015832580301037,0.0439830087431565,105.109485820051,91.5798154857756,0.617083333333333,0.621,0.973,0.621,0.35997037841347,-0.484667419698963,96.8366472925001,-8.72401355458133,"match","lag","negneg",-0.484667419698963,96.8366472925001,-8.72401355458133,"match","lag","negneg"
"A19_P4 Fumaria_bastardii 1986 2003 LAT O","A19_P4","LAT","O","Fumaria_bastardii",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-0.1535,"km/year",75614.52,398.56,"Ter","Plantae","Tracheophyta","Magnoliopsida","Papaveraceae","North hemisphere",0.187906495955546,-0.0311834852163629,-0.0311834852163627,0.0733195726956315,99.5525507029335,187.906495955546,-0.0311834852163629,0.0733195726956315,99.5525507029335,69.2380447128629,0.374583333333333,0.39325,0.985,0.39325,0.425309151020473,-0.122316514783637,79.6850259176789,-2.20169726610547,"match","lag","negneg",-0.122316514783637,79.6850259176789,-2.20169726610547,"match","lag","negneg"
"A19_P4 Fumaria_capreolata 1986 2003 LAT O","A19_P4","LAT","O","Fumaria_capreolata",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,2.6475,"km/year",75614.52,398.56,"Ter","Plantae","Tracheophyta","Magnoliopsida","Papaveraceae","North hemisphere",0.172927147847436,0.0189235763412798,0.0189235763412796,0.0303621555488206,83.7174885295835,172.927147847436,0.0189235763412798,0.0303621555488206,83.7174885295835,92.3734169622205,0.535166666666667,0.540416666666667,0.997,0.540416666666667,0.623261952230361,2.62857642365872,99.2852284668072,47.314375625857,"match","overshoot","pospos",2.62857642365872,99.2852284668072,47.314375625857,"match","overshoot","pospos"
"A19_P4 Helosciadium_inundatum 1986 2003 LAT O","A19_P4","LAT","O","Helosciadium_inundatum",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-0.4089,"km/year",75614.52,398.56,"Ter","Plantae","Tracheophyta","Magnoliopsida","Apiaceae","North hemisphere",0.168548082956392,0.0447805365858687,0.0447805365858684,0.0235010151347129,74.5923971378852,168.548082956392,0.0447805365858687,0.0235010151347129,74.5923971378852,86.1534538657604,0.48,0.490416666666667,0.957,0.490416666666667,1.90547243721929,-0.453680536585869,110.95146407089,-8.16624965854564,"mismatch","misalignment","negpos",-0.453680536585869,110.95146407089,-8.16624965854564,"mismatch","misalignment","negpos"
"A19_P4 Huperzia_selago 1986 2003 LAT O","A19_P4","LAT","O","Huperzia_selago",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,0.4207,"km/year",75614.52,398.56,"Ter","Plantae","Tracheophyta","Lycopodiopsida","Lycopodiaceae","North hemisphere",0.00887792693821562,0.00236444273378705,0.00236444273378704,0.0150613063007816,74.5541075015782,8.87792693821562,0.00236444273378705,0.0150613063007816,74.5541075015782,92.8679724704178,0.686166666666667,0.690166666666667,0.998,0.690166666666667,0.15698789245554,0.418335557266213,99.4379741540796,7.53004003079183,"match","overshoot","pospos",0.418335557266213,99.4379741540796,7.53004003079183,"match","overshoot","pospos"
"A19_P4 Hymenophyllum_wilsonii 1986 2003 LAT O","A19_P4","LAT","O","Hymenophyllum_wilsonii",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,0.2698,"km/year",75614.52,398.56,"Ter","Plantae","Tracheophyta","Polypodiopsida","Hymenophyllaceae","North hemisphere",0.221203194654764,-0.10084711913731,-0.10084711913731,0.154889498481163,117.123026352614,221.203194654764,-0.10084711913731,0.154889498481163,117.123026352614,94.9796118440931,0.818666666666667,0.827416666666667,0.988,0.827416666666667,0.651090746152649,0.37064711913731,137.378472623169,6.67164814447158,"mismatch","misalignment","posneg",0.37064711913731,137.378472623169,6.67164814447158,"mismatch","misalignment","posneg"
"A19_P4 Isolepis_cernua 1986 2003 LAT O","A19_P4","LAT","O","Isolepis_cernua",1986,2003,"moderate",2,"TWO","CensusPeriods","occurrence","Model",18,-0.1929,"km/year",75614.52,398.56,"Ter","Plantae","Tracheophyta","Liliopsida","Cyperaceae","North hemisphere",0.113138139838327,-0.0894521778104561,-0.0894521778104569,0.0755533302720055,142.245889234967,113.138139838327,-0.0894521778104561,0.0755533302720055,142.245889234967,81.7484878938156,0.56175,0.571333333333333,0.991,0.571333333333333,1.18396075313176,-0.103447822189544,53.6276942403027,-1.86206079941179,"match","lag","negneg",-0.103447822189544,53.6276942403027,-1.86206079941179,"match","lag","negneg"
